City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
366,Pochutla,MX,15.74,-96.47,91.4,52,20,11.41,few clouds
367,Benguela,AO,-12.58,13.41,66.81,84,37,2.39,scattered clouds
368,Taoudenni,ML,22.68,-3.98,102.42,10,0,7.47,clear sky
369,Deputatskiy,RU,69.3,139.9,57.74,57,49,4.0,scattered clouds
370,Aksu,CN,41.12,80.26,76.46,27,100,3.87,overcast clouds
371,Manokwari,ID,-0.87,134.08,84.34,67,9,4.32,clear sky
372,Fortuna,US,40.6,-124.16,71.01,69,22,7.0,few clouds
373,Georgetown,MY,5.41,100.34,77.0,88,40,3.36,light rain
374,Kenora,CA,49.82,-94.43,71.6,49,75,6.93,broken clouds
375,Agadir,MA,30.42,-9.6,75.2,73,3,5.57,clear sky
376,Road Town,VG,18.42,-64.62,84.2,74,40,6.93,scattered clouds
377,Huarmey,PE,-10.07,-78.15,61.21,84,3,8.12,clear sky
378,Mackay,AU,-21.15,149.2,70.0,77,40,17.22,scattered clouds
379,Yuncheng,CN,35.02,110.99,79.02,78,86,1.16,overcast clouds
380,Ipixuna,BR,-1.76,-48.8,84.2,79,40,5.82,scattered clouds
381,Beyneu,KZ,45.32,55.2,79.21,23,0,10.98,clear sky
382,Marsh Harbour,BS,26.54,-77.06,83.28,80,99,30.56,moderate rain
383,Shimoda,JP,34.67,138.95,78.01,83,40,12.75,scattered clouds
384,Marawi,PH,8.0,124.29,77.0,87,99,3.0,overcast clouds
385,Kingussie,GB,57.08,-4.05,57.2,76,94,6.93,overcast clouds
386,Sarana,RU,56.48,57.73,60.26,91,66,7.67,broken clouds
387,Nelson Bay,AU,-32.72,152.15,55.99,81,0,11.41,clear sky
388,Rafaela,AR,-31.25,-61.49,70.0,51,19,4.0,few clouds
389,Kombissiri,BF,12.07,-1.34,77.0,88,11,4.7,few clouds
390,Bud,US,39.45,-86.18,72.0,94,90,3.42,overcast clouds
391,Oktyabrskoye,RU,43.06,44.74,64.4,93,95,4.47,overcast clouds
392,Serik,TR,36.92,31.1,78.8,94,0,1.12,clear sky
393,Bathsheba,BB,13.22,-59.52,82.4,78,20,4.7,few clouds
394,Lasa,IT,46.62,10.7,62.01,87,75,5.82,broken clouds
395,Tilichiki,RU,60.47,166.1,60.55,57,12,6.82,few clouds
396,Chanute,US,37.68,-95.46,87.8,40,1,3.36,clear sky
397,Isabela,PH,6.71,121.97,77.0,88,90,2.24,overcast clouds
398,Noratus,AM,40.38,45.18,60.39,64,36,2.35,scattered clouds
399,Santa Cruz De Tenerife,ES,28.47,-16.25,73.99,56,90,10.29,haze
400,Kifri,IQ,34.7,44.97,85.68,17,0,6.93,clear sky
401,Kailua,US,21.4,-157.74,82.4,61,75,12.75,broken clouds
402,Khandyga,RU,62.67,135.6,71.31,44,0,2.64,clear sky
403,Barreirinha,BR,-2.79,-57.07,81.97,51,51,3.02,broken clouds
404,Poum,NC,-20.23,164.02,69.21,70,1,23.04,clear sky
405,Monte Azul,BR,-15.15,-42.87,64.83,66,41,8.05,scattered clouds
406,Nemuro,JP,43.32,145.57,68.0,100,75,9.17,light intensity drizzle
407,Twin Falls,US,42.56,-114.46,96.8,15,1,8.05,clear sky
408,Qurayyat,SA,31.33,37.34,77.0,36,0,18.34,clear sky
409,Panjakent,TJ,39.5,67.61,68.0,56,0,4.7,clear sky
410,Kachiry,KZ,53.07,76.1,67.12,64,0,4.97,clear sky
411,Ballina,AU,-28.87,153.57,63.0,82,11,8.05,few clouds
412,Kiama,AU,-34.68,150.87,57.0,72,59,8.99,broken clouds
413,Thinadhoo,MV,0.53,72.93,82.74,78,100,11.81,overcast clouds
414,Vilcun,CL,-38.65,-72.23,51.8,93,75,4.7,broken clouds
415,Novoagansk,RU,61.94,76.66,59.49,96,85,6.76,overcast clouds
416,Malpe,IN,13.35,74.72,73.4,94,75,4.83,light intensity drizzle
417,Fayaoue,NC,-20.65,166.53,68.18,70,0,17.6,clear sky
418,Bubaque,GW,11.28,-15.83,81.21,80,100,9.95,light rain
419,Benghazi,LY,32.12,20.07,79.25,86,0,9.57,clear sky
420,Ishinomaki,JP,38.42,141.3,75.2,78,75,3.36,broken clouds
421,Oussouye,SN,12.48,-16.55,78.8,94,40,2.24,scattered clouds
422,Tromso,NO,69.65,18.96,51.8,87,10,10.29,clear sky
423,Honiara,SB,-9.43,159.95,84.2,74,75,2.24,broken clouds
424,Las Vegas,US,36.17,-115.14,113.0,1,1,12.75,clear sky
425,Santa Margarita,PH,12.04,124.66,79.88,84,100,2.64,overcast clouds
426,Rantepao,ID,-2.97,119.9,70.36,85,65,1.59,broken clouds
427,Rio Grande,BR,-32.03,-52.1,55.0,94,0,10.25,clear sky
428,Xiaoweizhai,CN,26.19,107.51,73.49,90,4,2.73,clear sky
429,Lat Yao,TH,15.75,99.79,79.93,78,100,5.19,light rain
430,Macusani,PE,-14.08,-70.43,39.51,69,19,0.96,few clouds
431,Swift Current,CA,50.28,-107.8,80.6,28,1,10.29,clear sky
432,Saint-Prosper,CA,46.21,-70.48,73.99,100,7,1.99,clear sky
433,Onega,RU,63.91,38.14,47.3,92,18,3.53,few clouds
434,Sobolevo,RU,54.43,31.9,55.42,84,79,11.36,broken clouds
435,Hualmay,PE,-11.1,-77.61,60.53,83,7,9.08,clear sky
436,Baruun-Urt,MN,46.68,113.28,64.24,68,43,11.23,scattered clouds
437,Pouebo,NC,-20.4,164.57,70.61,54,0,3.15,clear sky
438,Lyngseidet,NO,69.58,20.22,51.8,87,12,10.29,few clouds
439,Chara,RU,56.91,118.26,63.57,71,90,4.79,overcast clouds
440,Tuatapere,NZ,-46.13,167.68,53.92,86,69,4.56,broken clouds
441,Port Lincoln,AU,-34.73,135.87,56.28,74,95,5.32,overcast clouds
442,Borovichi,RU,58.39,33.92,46.63,94,0,4.81,clear sky
443,Nishihara,JP,26.18,127.76,86.0,83,40,12.75,haze
444,Namibe,AO,-15.2,12.15,66.87,74,0,2.35,clear sky
445,Mataram,ID,-8.58,116.12,68.0,100,20,1.12,few clouds
446,Sorong,ID,-0.88,131.25,76.98,88,92,12.12,overcast clouds
447,Teahupoo,PF,-17.83,-149.27,84.2,66,40,17.22,scattered clouds
448,Tura,IN,25.52,90.22,76.82,87,77,2.57,broken clouds
449,Narok,KE,-1.08,35.86,53.2,90,4,6.13,clear sky
450,Lavrentiya,RU,65.58,-171.0,46.22,67,98,12.84,overcast clouds
451,Aragats,AM,40.49,44.35,64.4,82,45,2.24,scattered clouds
452,Amapa,BR,1.0,-52.0,73.0,95,87,1.74,overcast clouds
453,Alofi,NU,-19.06,-169.92,75.2,60,99,12.75,overcast clouds
454,Cockburn Town,TC,21.46,-71.14,82.4,78,40,13.87,scattered clouds
455,Mehendiganj,BD,22.82,90.53,82.81,87,100,4.29,overcast clouds
456,High Level,CA,58.52,-117.14,84.2,48,20,13.87,few clouds
457,Sakaiminato,JP,35.55,133.23,78.8,88,75,3.36,broken clouds
458,Hirara,JP,24.8,125.28,77.0,94,75,10.29,light intensity shower rain
459,Kurilsk,RU,45.23,147.88,66.31,78,87,8.5,overcast clouds
460,Fengkou,CN,30.08,113.27,83.75,83,98,7.94,overcast clouds
461,Canton,CN,23.12,113.25,82.0,83,20,8.95,few clouds
462,Nanyuki,KE,0.02,37.07,55.81,78,0,9.98,clear sky
463,Henties Bay,NA,-22.12,14.28,73.99,20,0,12.03,clear sky
464,Hofn,IS,64.25,-15.21,51.49,97,100,15.55,moderate rain
465,Xuddur,SO,4.12,43.89,69.96,77,17,19.62,few clouds
466,Kamaishi,JP,39.27,141.88,73.4,88,75,3.36,light intensity shower rain
467,Havre-Saint-Pierre,CA,50.23,-63.6,62.6,88,1,13.87,clear sky
468,Fairbanks,US,64.84,-147.72,79.0,36,40,4.7,scattered clouds
469,Shingu,JP,33.73,135.98,80.6,78,75,4.7,broken clouds
470,Verkhnevilyuysk,RU,63.45,120.32,68.52,51,0,3.47,clear sky
471,Methoni,GR,36.82,21.7,81.0,69,0,3.36,clear sky
472,Kavaratti,IN,10.57,72.64,82.2,78,100,20.49,light rain
473,Maragogi,BR,-9.01,-35.22,73.65,88,49,10.31,light rain
474,Rypefjord,NO,70.63,23.67,48.2,87,75,11.41,broken clouds
475,Lubango,AO,-14.92,13.49,57.02,42,0,3.24,clear sky
476,Olafsvik,IS,64.89,-23.71,48.63,90,100,16.91,overcast clouds
477,San Patricio,MX,19.22,-104.7,86.0,74,40,11.41,scattered clouds
478,Lima,PE,-12.04,-77.03,60.8,77,75,12.75,broken clouds
479,Chenghai,CN,23.46,116.77,78.8,94,75,8.95,broken clouds
480,Matayumtayum,PH,15.52,120.71,76.39,89,100,1.83,overcast clouds
481,Ak-Dovurak,RU,51.18,90.6,55.2,72,47,1.74,scattered clouds
482,Ginir,ET,7.13,40.7,58.93,80,85,14.43,overcast clouds
483,Waipawa,NZ,-41.41,175.52,60.01,62,100,3.36,overcast clouds
484,Elko,US,41.0,-115.5,100.4,4,75,4.7,broken clouds
485,Siyabuswa,ZA,-25.11,29.04,49.95,54,0,3.09,clear sky
486,Naze,JP,28.37,129.48,84.2,79,75,4.7,broken clouds
487,Makakilo City,US,21.35,-158.09,86.0,54,75,8.05,broken clouds
488,Maryville,US,35.76,-83.97,87.8,43,40,24.16,scattered clouds
489,Hovd,MN,48.01,91.64,56.17,54,0,2.86,clear sky
490,Ponta Delgada,PT,37.73,-25.67,69.8,73,40,2.24,scattered clouds
491,Nevelsk,RU,46.67,141.86,62.6,93,90,8.95,overcast clouds
492,Ingham,US,42.6,-84.38,69.8,88,90,3.36,overcast clouds
493,Belmonte,BR,-15.86,-38.88,69.8,83,75,3.36,shower rain
494,Grand-Santi,GF,4.25,-54.38,74.08,96,97,2.62,moderate rain
495,Lorengau,PG,-2.02,147.27,82.33,73,100,10.16,overcast clouds
496,Mogok,MM,22.92,96.5,69.08,100,98,2.42,overcast clouds
497,New Milford,US,40.93,-74.02,84.2,48,1,9.17,clear sky
498,Tabuk,PH,17.42,121.44,79.79,77,99,1.1,overcast clouds
499,Antofagasta,CL,-23.65,-70.4,57.2,76,75,11.41,broken clouds
500,Caxito,AO,-8.58,13.66,68.0,94,20,0.31,few clouds
501,Komsomolskiy,UZ,40.43,71.72,75.2,38,46,4.7,scattered clouds
502,Shakiso,ET,5.75,38.92,59.0,84,96,6.33,overcast clouds
503,Conakry,GN,9.54,-13.68,77.59,88,96,11.32,moderate rain
504,Manama,BH,26.22,50.58,96.8,60,5,4.7,clear sky
505,Fort Nelson,CA,58.81,-122.7,89.6,38,20,11.41,few clouds
506,Lazaro Cardenas,MX,17.96,-102.2,85.93,70,0,7.87,clear sky
507,Te Anau,NZ,-45.42,167.72,53.83,86,98,2.68,overcast clouds
508,Rabo De Peixe,PT,37.8,-25.58,69.8,73,40,2.24,scattered clouds
509,Kumano,JP,34.34,132.59,80.6,83,75,1.12,broken clouds
510,Santa Cruz,BO,-17.8,-63.17,75.2,60,23,5.82,few clouds
511,Tulun,RU,54.56,100.58,56.73,94,100,15.66,moderate rain
512,Kutum,SD,14.2,24.67,67.66,86,98,7.34,light rain
513,Wichian Buri,TH,15.66,101.11,75.56,93,100,5.55,light rain
514,Lac Du Bonnet,CA,50.25,-96.06,73.0,61,65,11.01,broken clouds
515,Port-Gentil,GA,-0.72,8.78,75.2,83,20,9.71,few clouds
516,Nihommatsu,JP,37.58,140.43,79.0,78,75,3.36,broken clouds
517,Mabai,CN,23.01,104.45,64.99,100,99,5.73,overcast clouds
518,Manakara,MG,-22.13,48.02,65.55,86,57,6.38,light rain
519,Ivangorod,RU,59.37,28.22,54.75,88,92,6.04,overcast clouds
520,Clonakilty,IE,51.62,-8.87,54.0,93,20,8.05,few clouds
521,Imbituba,BR,-28.24,-48.67,64.4,77,0,5.82,clear sky
522,Ilulissat,GL,69.22,-51.1,46.4,87,71,2.24,broken clouds
523,Pucallpa,PE,-8.38,-74.55,86.0,55,19,2.24,smoke
524,Savannah Bight,HN,16.45,-85.85,84.34,78,0,6.11,clear sky
525,Plettenberg Bay,ZA,-34.05,23.37,62.1,36,0,5.37,clear sky
526,Uvira,CD,-3.41,29.15,73.96,52,50,0.81,scattered clouds
527,Kyrksaeterora,NO,63.29,9.09,64.0,100,40,11.41,scattered clouds
528,Planeta Rica,CO,8.41,-75.59,89.6,70,20,5.82,few clouds
529,Naryan-Mar,RU,67.67,53.09,51.03,96,81,4.29,light rain
530,Sandnessjoen,NO,66.02,12.63,57.2,93,88,4.7,overcast clouds
531,Saint-Pierre,RE,-21.34,55.48,68.0,72,90,10.29,overcast clouds
532,Opuwo,NA,-18.06,13.84,61.0,32,0,11.63,clear sky
533,Murgab,TM,37.5,61.97,73.4,43,0,4.7,clear sky
534,Tadine,NC,-21.55,167.88,68.49,68,16,18.01,few clouds
535,Ternate,ID,0.8,127.4,80.83,77,79,0.51,light rain
536,Batagay-Alyta,RU,67.8,130.41,59.92,54,30,5.17,scattered clouds
537,Broken Hill,AU,-31.95,141.43,48.2,49,47,3.36,scattered clouds
538,Cabo San Lucas,MX,22.89,-109.91,91.4,55,5,14.99,clear sky
539,Okha,RU,53.57,142.95,52.65,95,100,21.72,moderate rain
540,Blythe,US,33.61,-114.6,114.8,15,75,17.22,broken clouds
541,Krasnoselkup,RU,65.7,82.47,60.98,65,94,17.22,overcast clouds
542,Shirokiy,RU,49.76,129.52,74.19,83,38,4.43,scattered clouds
543,Diamantino,BR,-14.41,-56.45,76.35,33,0,5.12,clear sky
544,Ketchikan,US,55.34,-131.65,66.2,68,75,28.86,broken clouds
545,San Javier,ES,37.81,-0.84,84.99,78,1,5.82,clear sky
546,Abeche,TD,13.83,20.83,75.45,83,100,8.95,overcast clouds
547,Beloha,MG,-25.17,45.05,59.07,81,0,10.58,clear sky
548,Severo-Yeniseyskiy,RU,60.37,93.04,57.92,77,86,1.68,overcast clouds
549,Yulara,AU,-25.24,130.99,48.2,34,0,5.82,clear sky
550,Uklana Mandi,IN,29.5,75.88,88.68,58,53,3.44,broken clouds
551,Gweta,BW,-20.18,25.23,54.36,46,0,8.79,clear sky
552,Liwale,TZ,-9.77,37.93,63.05,61,0,5.64,clear sky
553,Paraguari,PY,-25.62,-57.15,80.6,44,0,8.05,clear sky
554,Krasnokholmskiy,RU,55.99,55.05,64.94,84,99,14.99,overcast clouds
555,Turiacu,BR,-1.66,-45.37,74.7,84,79,4.27,broken clouds
556,Mzimba,MW,-11.9,33.6,53.29,80,7,11.34,clear sky
557,Andenes,NO,69.31,16.12,53.6,93,0,1.12,clear sky
558,Quesnel,CA,53.0,-122.5,84.2,39,1,3.36,clear sky
559,Turkeve,HU,47.1,20.75,63.0,72,7,4.7,clear sky
560,Lodwar,KE,3.12,35.6,79.57,53,48,21.36,scattered clouds
561,Kochki,RU,54.34,80.48,60.69,87,2,1.68,clear sky
562,Gazojak,TM,41.19,61.4,73.9,32,0,2.24,clear sky
563,Carballo,ES,43.21,-8.69,62.6,88,40,2.24,scattered clouds
564,Vila Do Maio,CV,15.13,-23.22,80.6,78,20,4.7,few clouds
565,Selma,US,36.57,-119.61,100.4,17,1,8.7,clear sky
566,Grand Baie,MU,-20.02,57.58,68.0,86,39,5.99,light rain
567,Ixtapa,MX,20.7,-105.2,87.8,66,75,6.93,broken clouds
568,Waingapu,ID,-9.66,120.26,76.62,72,28,13.47,scattered clouds
569,Miandrivazo,MG,-19.52,45.47,72.14,61,0,4.25,clear sky
570,Gizo,SB,-8.1,156.84,82.11,73,91,1.66,overcast clouds
571,Mataro,ES,41.54,2.44,81.0,78,0,5.82,clear sky
572,Kasane,BW,-17.82,25.15,49.95,44,0,5.39,clear sky
573,Tazovskiy,RU,67.47,78.7,55.96,83,100,14.74,light rain
574,Bucerias,MX,20.75,-105.33,87.8,66,75,6.93,broken clouds
575,Manzhouli,CN,49.6,117.43,66.78,74,56,10.67,broken clouds
576,Kuandian,CN,40.73,124.78,72.61,93,100,2.84,light rain
577,Trelew,AR,-43.25,-65.31,53.69,51,95,14.67,overcast clouds
578,Paullo,IT,45.42,9.4,79.0,83,50,4.7,light rain
579,Delmas,ZA,-26.15,28.68,44.6,45,0,2.24,clear sky
580,Sakakah,SA,29.97,40.21,87.8,16,0,2.24,clear sky
581,Tarcau,RO,46.87,26.13,59.0,55,64,2.82,broken clouds
582,Kermanshah,IR,34.31,47.06,71.6,18,0,4.7,clear sky
583,Aitape,PG,-3.14,142.35,76.66,90,92,4.83,heavy intensity rain
584,Ha Tinh,VN,18.33,105.9,76.3,94,100,6.04,moderate rain
585,Xinmin,CN,41.99,122.83,78.8,83,75,6.71,broken clouds
586,Camargo,MX,27.67,-105.17,90.21,23,66,10.83,broken clouds
587,Havoysund,NO,71.0,24.66,48.2,87,75,11.41,broken clouds
588,Almansa,ES,38.87,-1.1,82.0,46,3,4.0,clear sky
589,Minab,IR,27.15,57.08,89.6,79,20,6.93,haze
590,Olga,RU,43.74,135.29,75.92,75,99,5.59,overcast clouds
591,Alice Town,BS,25.72,-79.3,81.61,89,98,48.61,heavy intensity rain
592,Tongren,CN,27.72,109.19,79.9,84,7,1.48,clear sky
593,Saint Anthony,US,45.02,-93.22,78.01,61,75,8.05,broken clouds
594,Dombarovskiy,RU,50.76,59.54,73.11,26,2,10.02,clear sky
595,Melo,UY,-32.37,-54.18,57.69,93,18,6.85,few clouds
596,Kuching,MY,1.55,110.33,77.0,94,20,2.24,few clouds
597,Dubbo,AU,-32.25,148.62,44.6,60,1,5.82,clear sky
598,Keti Bandar,PK,24.14,67.45,85.77,79,98,12.28,overcast clouds
599,Mana,GF,5.66,-53.78,78.73,89,95,6.42,light rain
600,Roura,GF,4.73,-52.33,80.6,88,93,2.24,overcast clouds
601,Tabou,CI,4.42,-7.35,74.66,81,94,8.86,overcast clouds
602,Luoyang,CN,34.68,112.45,81.0,1,100,3.0,moderate rain
603,Noumea,NC,-22.28,166.46,71.6,49,90,10.29,overcast clouds
604,Campbell River,CA,50.02,-125.24,77.0,44,20,6.93,few clouds
605,El Alto,PE,-4.27,-81.21,63.59,84,2,18.5,clear sky
606,Taksimo,RU,56.34,114.88,65.79,76,93,1.66,overcast clouds
607,Saalfeld,DE,50.65,11.37,68.0,82,95,1.12,overcast clouds
608,Tulum,MX,20.22,-87.47,87.8,70,40,11.41,scattered clouds
609,Sao Joao Da Barra,BR,-21.64,-41.05,68.63,72,0,7.16,clear sky
610,Plaeng Yao,TH,13.58,101.28,90.0,70,100,6.11,light rain
611,Asau,RO,46.43,26.4,57.0,84,84,2.01,broken clouds
612,Spirit River,CA,55.78,-118.84,75.2,83,90,3.36,shower rain
613,Secunda,ZA,-26.55,29.17,46.99,65,0,1.01,clear sky
614,Umm Kaddadah,SD,13.6,26.69,73.78,79,100,10.83,overcast clouds
615,Dwarka,IN,22.24,68.97,85.39,80,100,7.85,overcast clouds
616,Mao,ES,39.89,4.27,77.0,88,0,6.93,clear sky
617,Robertsport,LR,6.75,-11.37,74.64,93,100,14.09,moderate rain
618,Birao,CF,10.28,22.79,71.33,96,100,3.56,moderate rain
619,San Felipe,VE,10.34,-68.74,75.81,79,85,5.28,overcast clouds
620,Spring Valley,US,36.11,-115.25,111.0,2,20,12.75,few clouds
621,Cabedelo,BR,-6.98,-34.83,73.4,100,40,6.93,scattered clouds
622,Port Blair,IN,11.67,92.75,82.45,80,100,22.91,overcast clouds
623,Lensk,RU,60.73,114.93,65.95,57,0,6.85,clear sky
624,Ponta Grossa,BR,-25.09,-50.16,53.69,83,0,3.62,clear sky
625,Bangangte,CM,5.14,10.52,62.53,100,100,3.74,overcast clouds
626,Solnechnyy,RU,50.72,136.63,56.5,93,100,6.35,light rain
627,Yerbogachen,RU,61.28,108.01,65.55,61,2,9.33,clear sky
628,Tarumovka,RU,44.08,46.54,73.9,60,72,10.6,broken clouds
629,San Borja,BO,-14.82,-66.85,73.15,54,2,1.43,clear sky
630,Glenwood Springs,US,39.55,-107.32,82.0,20,40,3.36,scattered clouds
631,Ligayan,PH,4.65,119.47,83.19,67,96,3.67,overcast clouds
632,Andrews,US,32.32,-102.55,93.2,20,40,10.29,scattered clouds
633,Cairns,AU,-16.92,145.77,71.6,78,90,13.87,overcast clouds
634,Formosa,AR,-26.18,-58.18,77.0,53,0,8.05,clear sky
635,Seoul,KR,37.57,126.98,77.0,94,90,5.46,mist
636,Katherine,AU,-14.47,132.27,68.0,60,0,8.05,clear sky
637,Tarko-Sale,RU,64.92,77.78,57.99,94,100,17.4,moderate rain
638,Maralal,KE,1.1,36.7,56.19,87,3,4.38,clear sky
639,Davila,PH,18.47,120.58,80.6,88,75,5.82,broken clouds
640,Jiwani,PK,25.05,61.74,83.82,79,44,3.04,scattered clouds
641,Antalaha,MG,-14.9,50.28,69.37,83,44,11.12,scattered clouds
642,Wasilla,US,61.58,-149.44,63.0,82,90,1.77,light rain
643,Lagunas,PE,-5.23,-75.68,76.48,69,8,1.83,clear sky
644,Linda,US,39.13,-121.55,102.0,20,1,5.82,clear sky
645,Salalah,OM,17.02,54.09,80.6,94,75,3.36,broken clouds
646,Kigoma,TZ,-4.88,29.63,74.34,60,13,0.87,few clouds
647,Rumphi,MW,-11.02,33.86,53.15,76,56,3.83,broken clouds
648,Ozernovskiy,RU,51.5,156.52,53.87,88,100,5.84,overcast clouds
649,Shache,CN,38.42,77.24,75.79,19,99,7.29,overcast clouds
650,Puerto Morazan,NI,12.85,-87.17,87.8,79,20,4.7,few clouds
651,Malibu,US,34.01,-118.81,78.01,75,0,3.0,clear sky
652,Amagi,JP,33.42,130.65,86.0,77,31,3.76,scattered clouds
653,Merauke,ID,-8.47,140.33,77.13,68,39,11.92,scattered clouds
654,Isoka,ZM,-10.16,32.63,48.51,82,32,1.97,scattered clouds
655,Wenling,CN,28.37,121.36,84.0,51,0,7.34,clear sky
656,Alice Springs,AU,-23.7,133.88,53.6,23,0,4.76,clear sky
657,Rjukan,NO,59.88,8.59,57.0,99,100,7.0,overcast clouds
658,Karratha,AU,-20.74,116.85,72.28,30,0,3.62,clear sky
659,Coahuayana,MX,18.73,-103.68,77.0,83,75,3.15,thunderstorm with rain
660,Koubia,GN,11.58,-11.9,68.68,99,87,3.33,moderate rain
661,Novikovo,RU,51.15,37.89,54.61,90,33,5.08,scattered clouds
662,Saint-Junien,FR,45.88,0.9,64.4,77,51,10.29,broken clouds
663,Jaciara,BR,-15.97,-54.97,73.26,40,0,3.24,clear sky
664,Tirthahalli,IN,13.7,75.23,69.17,95,99,6.82,overcast clouds
665,Tarrafal,CV,15.28,-23.77,80.6,78,20,4.7,few clouds
666,Kasongo-Lunda,CD,-6.47,16.82,77.65,31,64,2.64,broken clouds
667,Arkhangelskaya,RU,45.68,40.28,62.87,67,0,2.89,clear sky
668,Morristown,US,36.21,-83.29,86.0,48,1,11.41,clear sky
669,Newport,GB,51.59,-3.0,61.0,83,7,6.26,clear sky
670,Salvador,SV,13.83,-88.92,86.0,79,20,3.36,few clouds
671,Piura,PE,-5.2,-80.63,72.99,56,0,15.61,clear sky
672,Vero Beach,US,27.64,-80.4,84.2,83,40,13.87,scattered clouds
673,Helong,CN,42.54,129.0,71.83,85,98,0.98,overcast clouds
674,San-Pedro,CI,4.75,-6.64,74.17,82,87,7.74,overcast clouds
675,Dapaong,TG,10.86,0.2,74.14,87,8,5.39,clear sky
676,Lompoc,US,34.64,-120.46,72.0,60,0,13.87,clear sky
